line,timestamp,phase,type,turn_id,started_at,completed_at,duration_ms
27227,2026-09-12T11:02:50.833Z,research,task_complete,01a0951b-6b6d-7792-85de-9afb29a55c57,1789207997,1789210970,2973533
27228,2026-09-12T11:02:50.850Z,research,task_started,01a09548-cada-7653-89e7-73903501dc97,1789210970,,
27414,2026-09-12T11:18:17.675Z,research,task_complete,01a09548-cada-7653-89e7-73903501dc97,1789210970,1789211897,926825
27415,2026-09-12T11:18:17.691Z,research,task_started,01a09556-ef53-7f41-aaab-2c7443e00be2,1789211897,,
27990,2026-09-12T12:02:12.252Z,research,task_complete,01a09556-ef53-7f41-aaab-2c7443e00be2,1789211897,1789214532,2634562
27991,2026-09-12T12:02:12.270Z,research,task_started,01a0957f-22a6-75c3-a880-36ae44c57d29,1789214532,,
28369,2026-09-12T12:30:40.045Z,research,task_complete,01a0957f-22a6-75c3-a880-36ae44c57d29,1789214532,1789216240,1707777
28370,2026-09-12T12:30:40.063Z,research,task_started,01a09599-31b6-77f2-aa51-6ba4550c4e3d,1789216240,,
28577,2026-09-12T12:45:10.053Z,research,task_complete,01a09599-31b6-77f2-aa51-6ba4550c4e3d,1789216240,1789217110,869991
28578,2026-09-12T12:45:10.064Z,research,task_started,01a095a6-7828-7592-96ad-fdd3297cf34d,1789217110,,
28960,2026-09-12T13:13:55.752Z,research,task_complete,01a095a6-7828-7592-96ad-fdd3297cf34d,1789217110,1789218835,1725689
28961,2026-09-12T13:13:55.773Z,research,task_started,01a095c0-cd32-7ae0-9320-4abdbd5ab93c,1789218835,,
29171,2026-09-12T13:31:41.185Z,research,task_complete,01a095c0-cd32-7ae0-9320-4abdbd5ab93c,1789218835,1789219901,1065414
29172,2026-09-12T13:31:41.203Z,research,task_started,01a095d1-0f0b-7913-bc46-e8f5f5c49032,1789219901,,
29541,2026-09-12T14:03:42.286Z,research,task_complete,01a095d1-0f0b-7913-bc46-e8f5f5c49032,1789219901,1789221822,1921084
29542,2026-09-12T14:03:42.303Z,research,task_started,01a095ee-5f56-7392-aeb2-e3fa3f87c4c8,1789221822,,
29835,2026-09-12T14:32:03.078Z,research,task_complete,01a095ee-5f56-7392-aeb2-e3fa3f87c4c8,1789221822,1789223523,1700777
29836,2026-09-12T14:32:03.096Z,research,task_started,01a09608-5310-7753-a6f0-dee6d1dfcb69,1789223523,,
30302,2026-09-12T15:21:59.867Z,research,task_complete,01a09608-5310-7753-a6f0-dee6d1dfcb69,1789223523,1789226519,2996772
30303,2026-09-12T15:21:59.884Z,research,task_started,01a09636-0d44-7d23-be81-06fd3836eb29,1789226519,,
30703,2026-09-12T16:03:44.525Z,research,task_complete,01a09636-0d44-7d23-be81-06fd3836eb29,1789226519,1789229024,2504643
30704,2026-09-12T16:03:44.545Z,research,task_started,01a0965c-4518-7713-944b-050fefdcc13b,1789229024,,
30893,2026-09-12T16:19:56.004Z,research,task_complete,01a0965c-4518-7713-944b-050fefdcc13b,1789229024,1789229996,971461
30894,2026-09-12T16:19:56.021Z,research,task_started,01a0966b-17eb-7250-9ec1-361c5f6298f4,1789229996,,
31212,2026-09-12T16:46:56.040Z,research,task_complete,01a0966b-17eb-7250-9ec1-361c5f6298f4,1789229996,1789231616,1620022
31213,2026-09-12T16:46:56.058Z,research,task_started,01a09683-d031-7182-9c2a-a47dd030ac57,1789231616,,
31497,2026-09-12T17:12:48.211Z,research,task_complete,01a09683-d031-7182-9c2a-a47dd030ac57,1789231616,1789233168,1552154
31498,2026-09-12T17:12:48.229Z,research,task_started,01a0969b-7f5d-7c71-951a-03ac78150398,1789233168,,
31872,2026-09-12T17:50:03.296Z,research,task_complete,01a0969b-7f5d-7c71-951a-03ac78150398,1789233168,1789235403,2235068
31873,2026-09-12T17:50:03.316Z,research,task_started,01a096bd-9a2a-72b1-b390-f68c90c45f4e,1789235403,,
32152,2026-09-12T18:20:38.062Z,research,task_complete,01a096bd-9a2a-72b1-b390-f68c90c45f4e,1789235403,1789237238,1834748
32153,2026-09-12T18:20:38.084Z,research,task_started,01a096d9-9938-7d51-a6f5-30a55e29a645,1789237238,,
32426,2026-09-12T18:45:32.360Z,research,task_complete,01a096d9-9938-7d51-a6f5-30a55e29a645,1789237238,1789238732,1494278
32427,2026-09-12T18:45:32.375Z,research,task_started,01a096f0-664f-7713-b5c8-744b667176cd,1789238732,,
32705,2026-09-12T19:07:05.617Z,research,task_complete,01a096f0-664f-7713-b5c8-744b667176cd,1789238732,1789240025,1293244
32706,2026-09-12T19:07:05.634Z,research,task_started,01a09704-221a-7891-a7ab-197320548238,1789240025,,
33049,2026-09-12T19:24:56.990Z,research,task_complete,01a09704-221a-7891-a7ab-197320548238,1789240025,1789241096,1071357
33050,2026-09-12T19:24:57.004Z,research,task_started,01a09714-7b23-7760-bfbd-c3905f63817d,1789241097,,
33797,2026-09-12T20:33:16.839Z,research,task_complete,01a09714-7b23-7760-bfbd-c3905f63817d,1789241097,1789245196,4099837
33798,2026-09-12T20:33:16.860Z,research,task_started,01a09753-0a33-73c3-9231-aadb9ad46f13,1789245196,,
34103,2026-09-12T20:57:38.666Z,closeout,task_complete,01a09753-0a33-73c3-9231-aadb9ad46f13,1789245196,1789246658,1461808
34105,2026-09-14T14:12:56.912Z,manuscript,task_started,01a0a043-8dca-7a40-9851-afa0e8928057,1789395176,,
36016,2026-09-14T17:05:09.077Z,manuscript,task_complete,01a0a043-8dca-7a40-9851-afa0e8928057,1789395176,1789405509,10332164
